code accident;date;mois;ann‚e;horaire;heure;d‚partement;commune;massif;site;latitude;longitude;altitude;inclinaison;orientation;groupe;emport‚s;"ensevelis 
tˆte";"ensevelis 
total";"ensevelis partiels 
critiques";"ensevelis partiels 
non critiques";d‚c‚d‚s;bless‚es;indemnes;activit‚;"engin 
progression";‚volution;BRA;"qualit‚ 
neige";"coh‚sion
neige";"type 
d‚part";cause d‚part;"d‚nivel‚
(mŠtres)";"largeur 
cassure
(mŠtres)";"‚paisseur
cassure max.  
(cm)";;;
1516-73-04;09/01/2016;1;2016;13:00;13;73;les allues;vanoise;mont de p‚clet;45.312621;6.594358;;;;1;1;0;0;0;0;0;0;1;hors-piste;ski;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;150;;;;;
1011-63-01;28/11/2010;11;2010;14:00;14;63;le mont dore;sancy;puy redon / couloir de l'envers du redon;45.31580;2.4823;1725;40-44;NO;2;1;0;;;;0;1;0;randonn‚e;;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;;;;;
1213-38-03;12/01/2013;1;2013;11:30;11;38;pinsot;belledonne;pic des grandes lanches;45.319711;6.147681;;35-39;O;1;1;0;0;0;1;1;0;0;randonn‚e;;mont‚e;3;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1516-73-06;17/01/2016;1;2016;16:30;16;73;saint martin de belleville;vanoise;piste david douillet;45.321083;6.563738;;;;1;1;0;0;0;0;0;0;1;piste;ski;descente;3;;;lin‚aire;;;30;;;;
1617-73-18;20/05/2017;5;2017;18:10;18;73;sainte foy tarentaise;haute tarentaise;face nord pointe des plates des chamois sous point cot‚ 3441 m;45.321801;6.582003;3240;>45;N;2;1;0;0;0;0;1;0;0;randonn‚e;ski;descente;;humide;tendre;lin‚aire;accidentelle soi-mˆme;640;;;;;
1213-73-03;21/12/2012;12;2012;12:05;12;73;val isere;haute tarentaise;pointe du grand vallon creux de l'ouille;45.322166;6.870606;2755;30-34;N;3;3;1;1;0;0;1;0;2;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;300;200;300;;;
1011-73-22;10/01/2011;1;2011;;;73;tignes;haute tarentaise;couloir des tuffs;45.330811;7.082158;2400;35-39;O;4;1;0;;;;0;1;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle tiers;200;20;20;;;
1415-05-01;31/12/2014;12;2014;12:50;12;5;le monetier les bains;thabor;secteur col du galibier;45.3353;6.23564;2750;30-34;E;4;1;1;1;0;0;1;0;0;randonn‚e;ski;travers‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;100;100;70;;;
1718-73-09;05/02/2018;2;2018;17:35;17;73;sainte foy tarentaise;haute tarentaise;pointe du grand soliet;45.3450 ; 6.5625;2880;40-44;NE;4;1;0;0;0;0;0;1;0;randonn‚e;ski;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1415-73-04;05/01/2015;1;2015;13:05;13;73;sainte foy tarentaise;haute tarentaise;face nord fogliettaz;45.34559;6.561766;2820;40-44;N;6;5;0;0;0;3;0;4;1;randonn‚e;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;330;800;100;;;
1011-73-11;05/03/2011;3;2011;14:30;14;73;bessans;haute maurienne;andagne;45.346345;7.049087;3000;;NO;3;2;1;;;;0;1;1;hors-piste;;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;300;200;180;;;
1314-73-18;12/02/2014;2;2014;14:50;14;73;la l‚chŠre;beaufortin;pointe du dzonfi‚;45.34960;6.34326;2340;30-34;SO;2;1;1;1;0;0;0;1;0;randonn‚e;ski;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;170;160;120;;;
1718-73-03;15/12/2017;12;2017;14:10;14;73;granier;beaufortain;la poula face est pointe combe benite;45.3526 ; 6.374;2410;40-44;E;2;1;1;1;0;0;1;0;0;randonn‚e;ski;descente;3;sŠche;;lin‚aire;accidentelle soi-mˆme;315;;;;;
1213-73-13;02/03/2013;3;2013;16:40;16;73;sainte foy tarentaise;haute tarentaise;sous pointe des gavies / ruisseau des gavies;45.35446;6.57202;2200;30-34;N;2;1;0;0;0;1;0;1;0;hors-piste;;descente;3;;tendre;ponctuel;accidentelle soi-mˆme;100;;;;;
1617-73-06;20/01/2017;1;2017;14:30;14;73;sainte foy tarentaise;haute-tarentaise;col de l'argentiere archeboc;45.355277;6.573375;2150;35-39;NO;3;1;1;1;0;0;1;0;0;randonn‚e;ski;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;130;200;50;;;
1213-73-09;08/02/2013;2;2013;11:10;11;73;saint bon tarentaise;vaoise;sous pas du roc merlet;45.36660891949922;6.6372356318708565;2350;30-34;NO;3;2;1;1;0;1;1;0;1;hors-piste;;descente;2;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;40;70;50;;;
1415-73-11;02/02/2015;2;2015;15:45;15;73;saint bon tarentaise;vanoise;hors-piste chanrossa;45.373732;6.646123;2250;;;2;1;1;1;0;0;0;0;1;hors-piste;snowboard;descente;;;;lin‚aire;accidentelle soi-mˆme;;50;;;;
1011-73-19;03/04/2011;4;2011;13:00;13;73;bessans;haute maurienne;vallon oney - ouille arb‚ron;45.379267;7.156561;2500;35-39;NO;8;4;0;;;;0;1;3;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;;;;;;
1213-73-17;18/03/2013;3;2013;13:10;13;73;montvalezan;haute tarentaise;hp des ecudets;45.38230;6.50412;1880;35-39;SO;2;1;1;1;0;0;1;0;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;100;60;50;;;
1415-73-20;06/04/2015;4;2015;;;73;saint jean de belleville;vanoise;mont du fut face nord;45.382397;6.406810;2730;;;2;1;0;0;0;0;0;0;1;randonn‚e;ski;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;400;;;;;
1617-38-02;12/02/2017;2;2017;14:00;14;38;st christophe sur guiers;chartreuse;pas du loup;45.38265721938056;5.80389686727711;1400;30-34;SO;2;1;0;0;0;0;0;1;0;randonn‚e;ski;descente;2;humide;tendre;ponctuel;accidentelle soi-mˆme;50;;;;;
1617-73-04;14/01/2017;1;2017;13:00;13;73;saint bon tarentaise;vanoise;saulire;45.384435;6.611008;;;;;1;1;1;0;0;0;0;1;hors-piste;ski;descente;3;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1314-73-06;27/12/2013;12;2013;12:15;12;73;st bon tarentaise;vanoise;vall‚e avals;45.389914;6.685302;2100;35-39;NE;2;1;1;1;0;0;1;0;0;accŠs refuge gardien ski rando;ski;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;40;40;40;;;
1415-73-12;02/02/2015;2;2015;16:55;16;73;la bathie;beaufortain;pionte de la grande combe;45.39383;6.312353;2150;30-34;NO;2;1;0;0;0;1;0;0;1;hors-piste;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;300;250;100;;;
1314-73-01;13/10/2013;10;2013;12:10;12;73;tignes;haute tarentaise;pointe de la grande motte;45.411746;6.872843;3665;35-39;NE;5;2;0;0;0;1;0;0;2;hors-piste;ski;descente;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;300;100;60;;;
1718-74-09;05/03/2018;3;2018;16:30;16;74;Faverges-Seythenex;bauges;sambuy;45.4134;6.1553;2060;35-39;NO;1;1;0;0;0;1;0;1;0;randonn‚e;ski;descente;;humide;dure;ponctuel;accidentelle soi-mˆme;370;;;;;
1314-73-30;09/02/2014;2;2014;14:50;14;73;saint jean de belleville;vanoise;point 2482 combe pierreux;45.415449;6.425394;2400;40-44;NE;4;1;0;0;0;0;0;0;1;randonn‚e;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;350;20;30;;;
1314-73-13;25/01/2014;1;2014;13:45;13;73;presle;belledonne;"couloir SO ""intime"" Gargoton";45.41996;6.21212;2330;35-39;SO;2;2;1;1;0;1;1;1;0;randonn‚e;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;250;10;60;;;
1011-73-02;12/11/2010;11;2010;08:20;8;73;val isŠre;haute tarentaise;RD col Iseran Le Quartz;45.423180;7.031459;2480;;N;5;2;0;;;;1;1;0;voie de communication;;mont‚e;;humide;tendre;lin‚aire;;100;;;;;
1516-73-19;19/04/2016;4;2016;13:05;13;73;tignes;haute tarentaise;rocher de la grande balme;45.438497;6.871801;2880;40-44;N;4;1;0;0;0;1;0;1;0;hors-piste;ski;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;280;40;80;;;
1415-73-21;23/01/2015;1;2015;12:50;12;73;valloire;thabor;pointe des cerces face nord;45.442;6.29295;2980;35-39;NE;2;1;1;1;0;0;1;0;0;randonn‚e;ski;mont‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;530;250;100;;;
1415-38-07;23/01/2015;1;2015;12:30;12;38;villard de lans;vercors;crˆte des crocs;45.44213;5.36228;;35-39;NO;4;1;0;0;0;0;0;1;0;randonn‚e;snowboard;descente;;;;;;;;;;;
1213-73-19;19/03/2013;3;2013;15:05;15;73;les avanchers;maurienne;hors piste des lauziŠres;45.44292575456428;6.379231641636423;1825;30-34;NE;6;1;1;1;0;0;0;1;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;30;25;60;;;
1617-73-01;20/11/2016;11;2016;12:30;12;73;champagny en vanoise;vanoise;col des v‚s;45.444851;6.859590;;;;4;1;0;0;0;1;0;1;0;hors-piste;ski;descente;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-74-05;22/12/2010;12;2010;11:00;11;74;contamines;mont blanc;chalet balme;45.44576;6.42333;2050;35-39;SO;9;1;1;;;;0;1;0;randonn‚e;;travers‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;80;50;;;
1516-73-12;25/01/2016;1;2016;14:50;14;73;champagny en vanoise;vanoise;vallon de la veliŠre;45.452615;6.710692;;>45;S;3;1;0;0;0;0;0;1;0;randonn‚e;… pieds;travers‚e;;humide;tendre;;naturelle;;;;;;
1617-73-19;13/11/2016;11;2016;11:15;11;73;tignes;haute tarentaise;face nord pointe du chardonnet;45.465283;6.870446;2800;;;4;1;0;0;0;0;0;0;1;randonn‚e;ski;mont‚e;;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1011-73-12;18/03/2011;3;2011;12:00;12;73;val isŠre;haute tarentaise;envers de cugna‹;45.477100;7.012449;2850;35-39;NO;6;1;1;;;;1;0;0;hors-piste;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;580;120;90;;;
1415-74-01;24/12/2014;12;2014;;;74;les contamines montjoie;mont blanc;glacier armancette;45.48242;6.47014;3400;35-39;O;2;2;0;0;0;2;2;0;0;randonn‚e;ski;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;1800;300;30;;;
1011-73-21;02/12/2010;12;2010;11:30;11;73;tignes;haute tarentaise;toviŠre;45.484004;6.914382;2580;35-39;O;3;1;1;;;;0;1;0;hors-piste;;descente;;sŠche;tendre;lin‚aire;accidentelle tiers;80;50;50;;;
1213-73-02;12/12/2012;12;2012;12:55;12;73;tignes;haute tarentaise;pente barthelemy aiguille percee;45.484214;6.893687;2750;35-39;NO;7;4;2;1;1;0;0;3;1;hors-piste;;descente;4;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;70;100;;;
1415-38-03;08/02/2015;2;2015;11:30;11;38;villard de lans;vercors;roc cornafion;45.4975;5.36333;1830;40-44;SO;3;1;0;0;0;0;0;0;1;randonn‚e;ski;descente;;;;lin‚aire;accidentelle soi-mˆme;90;80;50;;;
1314-73-07;29/12/2013;12;2013;16:15;16;73;aime;vanoise;dos des frasses;45.506576114282865;6.659342025357228;2200;40-44;NO;1;1;0;0;0;0;0;1;0;hors-piste;snowboard;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;200;;;;;
1718-74-13;30/04/2018;4;2018;11:00;11;74;chamonix;mont blanc;glacier rond;45.52414 ; 6.52396;3450;>45;NO;4;1;1;0;1;0;1;0;0;randonn‚e;ski;arrˆt;3;sŠche;;lin‚aire;accidentelle tiers;700;;;;;
1011-74-02;04/12/2010;12;2010;13:05;13;74;la clusaz;aravis;combe borderan;45.5310;6.2830;2350;;NO;3;3;1;;;;0;3;0;randonn‚e;;mont‚e;;sŠche;tendre;lin‚aire;accidentelle tiers;400;50;100;;;
1314-74-03;27/12/2013;12;2013;10:45;10;74;la clusaz;aravis;combe de torchere;45.5325;6.2915;2375;30-34;NO;3;2;2;2;0;0;2;0;0;hors-piste;ski;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;125;115;100;;;
1718-15-01;16/12/2017;12;2017;;;15;laveissiŠre;lioran;fond alagnon;45.533 ; 2.433;1530;35-39;SE;1;1;1;0;1;0;1;0;0;randonn‚e;ski;descente;;humide;tendre;lin‚aire;accidentelle soi-mˆme;50;;;;;
1112-74-02;29/01/2012;1;2012;15:55;15;74;chamonix;mont blanc;couloir cosmique/la para;45.5337;6.5151;2300;;NO;4;1;1;1;0;0;1;0;0;hors-piste;;descente;2;humide;dure;lin‚aire;accidentelle soi-mˆme;1000;100;30;;;
1011-74-10;17/03/2011;3;2011;15:15;15;74;chamonix;mont blanc;plan de l'aiguille torrent de blaitiere;45.54284;6.53423;2230;35-39;N;5;1;0;;;;0;1;0;randonn‚e;;mont‚e;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;450;40;40;;;
1516-74-04;30/01/2016;1;2016;09:57;9;74;la clusaz;aravis;combe du grand crˆt / tˆte pelouse;45.54349;6.30369;2500;40-44;NO;2;1;1;1;0;0;1;0;0;randonn‚e;ski;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;440;150;150;;;
1314-73-20;19/03/2014;3;2014;14:50;14;73;bourg st maurice;vanoise;face ouest aiguille rouge grande cascade;45.550661;6.845858;;;NO;1;1;0;0;0;0;1;0;0;hors-piste;… pieds;mont‚e;3;humide;tendre;lin‚aire;accidentelle soi-mˆme;;;40;;;
1415-73-19;06/04/2015;4;2015;13:35;13;73;bourg saint maurice;vanoise;couloir t‚l‚cabine aiguille rouge;45.552667;6.846811;2700;;;3;1;0;0;0;0;0;1;0;hors-piste;ski;descente;;;;lin‚aire;accidentelle soi-mˆme;400;;;;;
1213-74-05;08/02/2013;2;2013;10:55;10;74;chamonix;mont blanc;br‚vent nant pcheu;45.55482;6.50140;2280;35-39;SE;1;1;1;1;0;0;1;0;0;hors-piste;;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;1000;150;80;;;
1213-74-09;22/03/2013;3;2013;09:35;9;74;chamonix;mont blanc;carlaveyron;45.55598;6.49299;2070;40-44;O;2;1;0;0;0;1;0;1;0;randonn‚e;;descente;2;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;50;25;80;;;
1516-74-01;03/01/2016;1;2016;12:45;12;74;chamonix;mont blanc;petite verte grand montets;45.56404;6.57465;3390;30-34;N;3;3;1;0;1;1;2;0;1;alpinisme;… pieds;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;290;40;50;;;
1314-74-07;12/02/2014;2;2014;15:50;15;74;le grand bornand;aravis;mont lachat de chatillon;45.57460;6.28772;1975;40-44;SE;3;2;0;0;0;1;0;1;1;hors-piste;ski;descente;3;humide;dure;lin‚aire;accidentelle soi-mˆme;225;15;30;;;
1314-74-05;30/12/2013;12;2013;12:25;12;74;sixt;chablais;passage du d‚rochoir;45.58047;6.44597;2150;30-34;N;2;1;0;0;0;1;0;1;0;randonn‚e;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;60;40;80;;;
1011-74-12;04/06/2011;6;2011;17:25;17;74;chamonix;mont blanc;aiguille du chardonnet;45.58085;6.59512;3650;>45;SO;2;1;1;;;;1;0;0;alpinisme;;descente;;humide;tendre;ponctuel;naturelle;150;;;;;
1011-73-16;21/03/2011;3;2011;12:54;12;73;ste foy tarentaise;haute tarentaise;pointe de l'argentiŠre;45.581008;6.961122;2750;35-39;NO;10;2;2;;;;0;1;1;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;400;80;60;;;
1314-73-09;05/01/2014;1;2014;14:00;14;73;la l‚chŠre;beaufortain;croix de la bagnaz;45.582406;6.566246;2300;;;4;2;0;0;0;0;0;0;2;randonn‚e;ski;arrˆt;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;150;;;;;
1718-74-12;02/04/2018;4;2018;11:00;11;74;chamonix;mont blanc;pointe alphonse favre;45.5918 ; 6.5142;2680;40-44;S;9;7;0;0;0;0;1;5;1;randonn‚e;ski;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;580;80;40;;;
1213-73-10;13/02/2013;2;2013;12:55;12;73;cote d'aime;vanoise;combe benite;45.595967;6.615107;2400;;O;7;5;1;1;0;1;0;1;4;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;100;130;;;
1516-73-11;21/01/2016;1;2016;13:55;13;73;la cote d'aime;beaufortain;mont rosset;45.624026;6.658150;2440;;;1;1;0;0;0;0;0;1;0;randonn‚e;ski;;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1617-73-15;30/04/2017;4;2017;12:05;12;73;bourg saint maurice;beaufortain;versant nord col nova;45.653940;6.682350;;;;1;1;0;0;0;1;0;1;0;randonn‚e;ski;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1112-73-02;18/02/2012;2;2012;11:05;11;73;jarsy;bauges;face SO mont de la Coche;45.667458049723145;6.223734181079973;1980;30-34;SO;2;1;0;0;0;1;0;1;0;randonn‚e;;travers‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;250;5;50;;;
1415-73-06;29/01/2015;1;2015;;;73;aillons le vieux;bauges;col de la cochette;45.715485;6.032335;;;;1;1;1;1;0;0;1;0;0;randonn‚e;… pieds;arrˆt;;;;;naturelle;;;;;;
1718-38-18;13/03/2018;3;2018;09:20;9;38;alpe d'huez;grandes rousses;combe 3000 pic blanc;45.729 ; 6.739;3300;35-39;S;2;2;0;0;0;2;0;2;0;minage;ski;arrˆt;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;200;200;40;;;
1011-74-06;22/12/2010;12;2010;11:00;11;74;Hauteluce;mont blanc;col de la fenˆtre;45.763967;6.689720;2150;<30;O;2;2;1;;;;0;2;0;randonn‚e;;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;50;50;40;;;
1213-74-10;01/04/2013;4;2013;13:30;13;74;contamines;beaufortain;col des chasseurs;45.774890;6.750336;2400;35-39;N;3;2;0;0;0;2;0;1;1;randonn‚e;;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;;100;30;;;
1718-38-03;17/01/2018;1;2018;;;38;chamrousse;belledonne;brŠche robert sud;45.80 ; 5.5438;2000;35-39;NO;1;1;1;1;0;0;1;0;0;randonn‚e;ski;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;40;30;80;;;
1314-74-01;11/11/2013;11;2013;16:55;16;74;les contamines;mont blanc;aiguille croche;45.801747;6.659121;2300;30-34;SE;1;1;0;0;0;1;0;1;0;randonn‚e;ski;descente;;sŠche;;lin‚aire;accidentelle soi-mˆme;100;20;;;;
1112-74-01;21/01/2012;1;2012;10:00;10;74;praz sur arly;mont blanc;crˆt du midi;45.812203;6.583466;1780;>45;NE;3;1;0;0;0;1;0;0;1;minage;;travers‚e;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;25;;40;;;
1213-74-02;06/12/2012;12;2012;12:45;12;74;serraval;aravis;sulens;45.826057661802935;6.369410313534949;1710;40-44;O;2;2;1;1;0;1;1;0;1;randonn‚e;;travers‚e;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;50;100;40;;;
1112-74-05;16/02/2012;2;2012;;;74;contamines montjoie;mont blanc;envers mont joly;45.826123;6.692907;;;;3;3;0;0;0;0;1;0;2;hors-piste;;descente;2;;;lin‚aire;accidentelle soi-mˆme;;;;;;
1112-74-09;12/07/2012;7;2012;05:20;5;74;chamonix;mont blanc;mont maudit;45.84948712340163;6.8747447095806535;4200;40-44;N;23;23;9;9;0;0;9;7;7;alpinisme;;mont‚e;;sŠche;dure;lin‚aire;naturelle s‚rac/corniche;200;;;;;
1213-74-01;30/10/2012;10;2012;11:55;11;74;chamonix;mont blanc;aiguille marbr‚e;45.85122553770268;6.941153556972861;3500;30-34;SE;2;2;0;0;0;0;0;1;1;alpinisme;;mont‚e;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;250;15;15;;;
1213-74-12;13/08/2013;8;2013;03:50;3;74;chamonix;mont blanc;face nord tacul;45.858695;6.886799;4300;40-44;N;6;3;2;2;0;1;2;1;0;alpinisme;;mont‚e;;sŠche;dure;lin‚aire;naturelle s‚rac/corniche;250;;;;;
1516-74-11;20/06/2016;6;2016;11:30;11;74;chamonix;mont blanc;tacul;45.86139073502624;6.885176834040952;4020;30-34;NO;2;3;1;0;1;2;1;2;0;alpinisme;… pieds;descente;;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;1200;60;80;;;
1516-74-06;27/02/2016;2;2016;18:00;18;74;saint gervais les bains;mont blanc;mont lachat;45.86414678597452;6.79344642010466;2015;30-34;O;1;1;0;0;0;1;0;1;0;randonn‚e;raquettes;mont‚e;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;200;50;200;;;
1617-74-01;12/02/2017;2;2017;13:15;13;74;la clusaz;aravis;combe du rocher jaune face N pointe merdassier;45.86422029545258;6.450720593279136;1970;35-39;N;4;2;1;1;0;0;1;0;1;randonn‚e;ski;descente;2;sŠche;tendre;lin‚aire;accidentelle tiers;320;100;;;;
1617-74-02;12/02/2017;2;2017;08:30;8;74;praz sur arly;mont blanc;secteur V‚ry;45.86422029545258;6.450720593279136;2250;35-39;NO;1;1;1;1;0;0;1;0;0;randonn‚e;ski;descente;2;sŠche;dure;lin‚aire;accidentelle soi-mˆme;375;150;150;;;
1213-74-06;26/02/2013;2;2013;09:30;9;74;saint gervais;mont blanc;mont lachat;45.86970;6.78810;1970;35-39;SO;15;6;0;0;0;0;0;1;5;randonn‚e;;mont‚e;1;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;170;30;20;;;
1516-73-08;18/01/2016;1;2016;13:05;13;73;modane;haute maurienne;col du petit argentier;45.8847;6.385322;2600;>45;E;52;18;11;8;3;7;6;8;4;randonn‚e;ski;mont‚e;3;sŠche;;lin‚aire;accidentelle soi-mˆme;260;220;180;;;
1415-74-02;21/01/2015;1;2015;12:00;12;74;chamonix;mont blanc;couloir requiin;45.892316;6.916528;2450;40-44;NE;7;1;1;1;0;0;1;0;0;hors-piste;ski;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;50;20;;;;
1415-74-06;08/02/2015;2;2015;11:55;11;74;cordon;aravis;croise baulet couloir nant d'enfer;45.89652575468682;6.544866232526041;1930;30-34;O;2;1;0;0;0;1;0;1;0;randonn‚e;ski;descente;2;humide;dure;lin‚aire;accidentelle soi-mˆme;410;20;30;;;
1415-74-04;31/01/2015;1;2015;12:30;12;74;chamonix;mont blanc;pr‚ du rocher;45.90515848388159;6.8860030607805855;2190;30-34;NO;3;1;1;1;0;0;0;0;1;hors-piste;ski;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;70;20;40;;;
1314-74-06;05/01/2014;1;2014;17:30;17;74;les houches;mont blanc;couloir vogealle;45.92101672832807;6.803430766044558;2175;35-39;NO;2;1;0;0;0;1;0;1;0;randonn‚e;ski;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;400;20;80;;;
1516-74-07;27/02/2016;2;2016;10:15;10;74;chamonix;mont blanc;lac du br‚vent;45.933421371607196;6.82563079264952;2100;30-34;SO;1;1;1;1;0;0;1;0;0;randonn‚e;ski;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;100;75;;;;
1516-74-08;27/02/2016;2;2016;11:10;11;74;la clusaz;aravis;combe de la grande forclaz;45.93390980591135;6.521299810058128;1980;35-39;NO;3;1;1;1;0;0;0;0;1;randonn‚e;ski;descente;;sŠche;dure;lin‚aire;accidentelle soi-mˆme;90;30;40;;;
1718-73-20;25/03/2018;3;2018;16:25;16;73;modane;haute maurienne;belle plinier nord ouest;45.936 ; 6.4139;2550;35-39;NO;3;2;2;2;0;0;2;0;0;randonn‚e;ski;descente;2;sŠche;;lin‚aire;accidentelle soi-mˆme;600;80;;;;
1415-74-10;18/04/2015;4;2015;10:45;10;74;chamonix;mont blanc;face nord aiguille grands montets;45.94925265283693;6.96076394126266;3230;40-44;NE;2;1;0;0;0;1;1;0;0;equipement piste;ski;descente;2;humide;tendre;lin‚aire;accidentelle soi-mˆme;100;25;20;;;
1617-73-14;07/03/2017;3;2017;16:00;16;73;modane;haute maurienne;couloir du seuil;45.95005;6.395724;2251;35-39;NE;3;3;2;2;0;1;3;0;0;hors-piste;snowboard;descente;4;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;475;115;200;;;
1617-73-08;05/02/2017;2;2017;14:40;14;73;modane;haute maurienne;couloir en Y du seuil;45.95076;6.395686;2240;35-39;NE;2;1;1;1;0;0;1;0;0;hors-piste;ski;descente;3;sŠche;;lin‚aire;accidentelle soi-mˆme;430;40;100;;;
1112-74-08;28/04/2012;4;2012;12:55;12;74;chamonix;mont blanc;glacier du milieu;45.954843;7.008794;;;;3;1;0;0;0;0;1;0;0;alpinisme;;;;sŠche;;lin‚aire;accidentelle soi-mˆme;;;;;;
1415-73-18;31/03/2015;3;2015;12:28;12;73;tignes;haute tarentaise;couloir chardonnet;45.958924;6.999009;2550;30-34;NE;2;1;1;1;0;0;0;1;0;hors-piste;ski;descente;4;humide;dure;lin‚aire;accidentelle soi-mˆme;150;200;80;;;
1011-74-11;20/03/2011;3;2011;12:05;12;74;magland;aravis;face nord pointe d'Areu;45.982606753253435;6.583189836659246;2430;35-39;NO;3;1;1;;;;1;0;0;randonn‚e;;descente;3;sŠche;tendre;lin‚aire;accidentelle soi-mˆme;500;350;40;;;
1314-74-09;02/03/2014;3;2014;15:30;15;74;chamonix;mont blanc;aiguille belvedere;45.987010978180855;6.87634174604996;2880;35-39;SO;3;1;1;0;1;0;0;1;0;randonn‚e;ski;mont‚e;2;humide;;lin‚aire;accidentelle soi-mˆme;180;10;15;;;
1112-74-07;03/04/2012;4;2012;15:50;15;74;chamonix;mont blanc;bec de la cluy;45.991588;6.959983;1900;30-34;NO;2;1;1;0;1;0;1;0;0;randonn‚e;;travers‚e;2;humide;tendre;lin‚aire;naturelle;300;10;;;;
1011-74-03;21/12/2010;12;2010;13:20;13;74;chamonix;chablais;combe d'encrenaz;46.00277491920038;6.911217132862983;2300;40-44;SE;3;1;1;;;;0;0;1;randonn‚e;;descente;3;sŠche;dure;lin‚aire;accidentelle soi-mˆme;400;20;40;;;
1516-74-02;11/01/2016;1;2016;;;74;chamonix;mont blanc;route col des montets;46.004212;6.923493;;;;1;1;0;0;0;0;0;0;1;voie de communication;;;4;;;;naturelle;;;;;;
1516-74-10;09/03/2016;3;2016;;;74;le petit bornand des gliŠres;aravis;pointe de sosay;46.005387;6.445348;;;;3;2;1;1;0;0;1;0;1;randonn‚e;ski;;3;sŠche;;lin‚aire;accidentelle soi-mˆme;;;150;;;
